model,dataset,baseline,stratum,N,mean,std6,n_pids
Llama-3.2-3B,gsm8kfull,T0.5,L1,64,0.9940529042400786,0.0001312247786971,901
Llama-3.2-3B,gsm8kfull,T0.5,L1,128,0.994422863511478,0.0001504488565543,901
Llama-3.2-3B,gsm8kfull,T0.5,L1,256,0.9948228819697512,0.0001114780468729,901
Llama-3.2-3B,gsm8kfull,T0.5,L1,512,0.994873751408296,6.950597022802164e-05,901
Llama-3.2-3B,gsm8kfull,T0.5,L1,1024,0.9950448575612576,5.22178740498174e-05,901
Llama-3.2-3B,gsm8kfull,T0.5,L1,1536,0.9950517943026266,8.847171143427191e-05,901
Llama-3.2-3B,gsm8kfull,T0.5,L1,2048,0.9950934147177652,6.18369074905648e-05,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,1,0.916421571201388,0.0009311431726623,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,2,0.9189581038568844,0.000688758959905,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,4,0.9680278098863274,0.0007602060551813,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,8,0.9836471827679716,0.0004990555103725,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,16,0.989851939469015,0.0003159492556535,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,32,0.99221852268952,0.0001504109047805,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,64,0.9928320385464008,0.000208317771939,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,128,0.9931280059237592,0.0001485606645383,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,256,0.9932019977830006,0.0001963966369384,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,512,0.9932459304381412,0.0001402296438169,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,1024,0.993331483534778,7.782345842204859e-05,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,1536,0.9932713651415644,8.64173783515433e-05,901
Llama-3.2-3B,gsm8kfull,T0.6,L1,2048,0.9933268590449535,9.571691511273733e-05,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,1,0.9080327434125562,0.00125159937622,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,2,0.9078477636872732,0.0008001838652322,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,4,0.9639775262504012,0.0004390589028547,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,8,0.980968914328772,0.000322340759291,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,16,0.9879546649009816,0.0002461603609916,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,32,0.9906816501945638,0.0003128836083288,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,64,0.9916358367666392,0.0002273193254011,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,128,0.9919950055593126,0.0001757063625365,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,256,0.9920643729192544,0.0001190211326043,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,512,0.9923233444403816,7.055948333420147e-05,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,1024,0.9923811505885972,7.96567876125724e-05,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,1536,0.9923418424058812,2.3214752821896203e-05,901
Llama-3.2-3B,gsm8kfull,T0.7,L1,2048,0.9922909729983456,4.084239769103916e-05,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,1,0.8960553113022448,0.000983576423054,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,2,0.8966102497504016,0.0007515616250226,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,4,0.959292531415925,0.0006291780345291,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,8,0.9789790286139188,0.0004839996718745,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,16,0.9865478176042668,0.0003045860839304,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,32,0.9898345975420302,0.000136971408474,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,64,0.990952182832321,0.0002091936857494,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,128,0.9914832285150906,0.0002397372618041,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,256,0.9917290973033628,7.72027015560192e-05,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,512,0.9917337218185116,0.0001188323537474,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,1024,0.9917406585319722,8.847172664915398e-05,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,1536,0.9917175360799216,7.547985373611425e-05,901
Llama-3.2-3B,gsm8kfull,T0.8,L1,2048,0.9918562708015282,4.885355478382732e-05,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,1,0.8807667429278814,0.001659667895378,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,2,0.884332225243504,0.0009854920195785,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,4,0.954006352727696,0.0012745587174989,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,8,0.976563040523704,0.0004994803031142,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,16,0.9852817860289668,0.0003253299222678,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,32,0.9888491955150952,0.0002538324552361,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,64,0.9906539031725806,0.0002748364310459,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,128,0.991166450888817,0.0002406943000048,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,256,0.9914601060561492,8.368498060537386e-05,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,512,0.991299019642884,0.0001388503061285,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,1024,0.9912943951179152,7.535224588587841e-05,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,1536,0.9912088420293754,5.385100649667576e-05,901
Llama-3.2-3B,gsm8kfull,T0.9,L1,2048,0.9911903440628422,4.559288774500399e-05,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,1,0.858865152360183,0.0011762543812323,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,2,0.8642526836586889,0.0013751592894415,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,4,0.9455681979915322,0.0007981777290169,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,8,0.9732483705397884,8.12431860541197e-05,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,16,0.9837169352887164,0.0006076247000026,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,32,0.9885504533832358,0.0002500621750386,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,64,0.9902031694627096,0.0002380911316274,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,128,0.9909837835124145,0.0001418043652796,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,256,0.9914839992722096,0.0001432174107058,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,512,0.991470125798085,0.0001970652034542,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,1024,0.991231964485216,0.0001353641490341,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,1536,0.9910793562757028,7.848021075122835e-05,901
Llama-3.2-3B,gsm8kfull,T1.0,L1,2048,0.9909290603065364,8.343330880679422e-05,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,1,0.821503886297315,0.0016462148055751,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,2,0.8273631158852318,0.0019236991682757,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,4,0.9268617456692058,0.0007107551399147,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,8,0.9628894112229311,0.0005710937466445,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,16,0.976202599694446,0.0005442391351373,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,32,0.9820951259892422,0.0003839797167308,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,64,0.9843252868142808,0.000305352990743,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,128,0.9851052843492866,0.0002666919003454,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,256,0.9856201443375686,0.0002280910287628,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,512,0.985668701471508,0.000105292241533,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,1024,0.9858675545751304,0.0001812423173729,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,1536,0.9859438586650712,0.0001533421670186,901
Llama-3.2-3B,gsm8kfull,T1.1,L1,2048,0.9860455974915124,0.0001418671281308,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,1,0.7208287090892086,0.0012240982248464,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,2,0.7321702738039616,0.0013817433589924,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,4,0.8444124619244614,0.0012208156617947,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,8,0.8912490441455617,0.0003599252330616,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,16,0.912041020143434,0.0010194182549444,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,32,0.9203157762352886,0.0006115431636113,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,64,0.9230068445037204,0.000777739983145,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,128,0.9236727711192292,0.0006981910498757,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,256,0.922958287078635,0.0004605840600761,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,512,0.9231039586351564,0.0004664184106759,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,1024,0.9232010728966608,0.0003784857015023,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,1536,0.9228958564838364,0.000357566200751,901
Llama-3.2-3B,gsm8kfull,T1.2,L1,2048,0.9228935442607172,0.0003224401658166,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,1,0.9844617092119876,0.0005052687964523,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,2,0.9740681650018492,0.0005174204428575,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,4,0.9882688216796146,0.0004159362961807,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,8,0.9918285238623747,0.0001907847886119,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,16,0.9946271118510296,0.0002017554137002,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,32,0.995462603280306,0.0001846421418396,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,64,0.9950548772968308,0.0001717092158792,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,128,0.9946355900850906,9.12326695942028e-05,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,256,0.994274879763226,0.0001146276980009,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,512,0.994062153163152,7.393403215583152e-05,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,1024,0.9937245652978172,0.0001255274700504,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,1536,0.9936528856825748,6.950596587054616e-05,901
Llama-3.2-3B,gsm8kfull,consensus_vote,L1,2048,0.9936783203847576,5.166200534136091e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,1,0.9843923418423982,0.0004937865422091,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,2,0.9740612282648904,0.000520554236458,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,4,0.98819136145024,0.0004200631928633,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,8,0.9917830496978662,0.0001933660502319,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,16,0.995021735109138,9.164197030142794e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,32,0.995135035146134,0.0001221075890829,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,64,0.995655290418054,5.508776656522825e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,128,0.9957315945246022,0.0001931687162427,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,256,0.9957177210506843,0.0001182640755876,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,512,0.9957894006659268,3.799407307889279e-05,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,1024,0.9957362190159084,0.0001413915056336,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,1536,0.9957038475767664,0.0001261393053735,901
Llama-3.2-3B,gsm8kfull,equal_mix,L1,2048,0.9957061598224196,3.0076974734582136e-05,901
Llama-3.2-3B,gsm8kfull,random_T,L1,1,0.8973131731226269,0.0012511896881099,901
Llama-3.2-3B,gsm8kfull,random_T,L1,2,0.8997132835952448,0.0006444620424821,901
Llama-3.2-3B,gsm8kfull,random_T,L1,4,0.9566773821338268,0.0003439156003524,901
Llama-3.2-3B,gsm8kfull,random_T,L1,8,0.975611414452322,0.00060384383434,901
Llama-3.2-3B,gsm8kfull,random_T,L1,16,0.9832496310660392,0.00068366023147,901
Llama-3.2-3B,gsm8kfull,random_T,L1,32,0.9862009039864666,0.000312799616716,901
Llama-3.2-3B,gsm8kfull,random_T,L1,64,0.9868907235460124,0.0006878278639531,901
Llama-3.2-3B,gsm8kfull,random_T,L1,128,0.987312708281551,0.0003864455482454,901
Llama-3.2-3B,gsm8kfull,random_T,L1,256,0.987689604188198,0.0006110421139011,901
Llama-3.2-3B,gsm8kfull,random_T,L1,512,0.9872826489940688,0.0005812085477476,901
Llama-3.2-3B,gsm8kfull,random_T,L1,1024,0.9876849796737384,0.0002366908078696,901
Llama-3.2-3B,gsm8kfull,random_T,L1,1536,0.987772845011239,0.0003755246858991,901
Llama-3.2-3B,gsm8kfull,random_T,L1,2048,0.9876433592586,0.0004267681948215,901
Llama-3.2-3B,gsm8kfull,T0.1,L2,1,0.7227150528661666,0.0056777105510051,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,2,0.7194892488500124,0.0066583153627053,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,4,0.8614639345035758,0.0073617843020091,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,8,0.9408770185965364,0.003765465570217,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,16,0.9815860232037884,0.0026584361584436,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,32,0.995295700046324,0.0008030848089447,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,64,0.9994287636651789,0.0004670578024456,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,128,1.0,0.0,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,256,1.0,0.0,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,512,1.0,0.0,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,1024,1.0,0.0,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,1536,1.0,0.0,62
Llama-3.2-3B,gsm8kfull,T0.1,L2,2048,1.0,0.0,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,1,0.6561827946414229,0.0141799488864538,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,2,0.6678091402976745,0.004494956952769,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,4,0.8021841413711989,0.0030778536766868,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,8,0.8818988436332313,0.004286088375317,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,16,0.9288530470703238,0.0046179991239729,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,32,0.9499663989790664,0.0024241108687744,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,64,0.9577956988165776,0.0025299540547687,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,128,0.9598790326566304,0.0017622403026246,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,256,0.9640793011583868,0.0019481135211934,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,512,0.9690524195471116,0.0019116049009275,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,1024,0.9702956988926856,0.0018638744221879,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,1536,0.971068548218858,0.0015341141031086,62
Llama-3.2-3B,gsm8kfull,T0.2,L2,2048,0.9718750002243186,0.0024684204989918,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,1,0.6407258054742249,0.0069373589522171,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,2,0.6457997313750687,0.0064910779235539,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,4,0.7766073035296573,0.0024633309585266,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,8,0.8509720635590373,0.003873594201796,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,16,0.8942204311850571,0.0038304690144258,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,32,0.9044690878601164,0.0059308701774361,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,64,0.9097782262195384,0.0029706276367117,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,128,0.912567204102293,0.0030487353919528,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,256,0.9150537635369966,0.0021925498263,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,512,0.919321236350844,0.0011853509299005,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,1024,0.9235215054083896,0.0018725774088132,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,1536,0.9248655916702364,0.0014179949513399,62
Llama-3.2-3B,gsm8kfull,T0.3,L2,2048,0.9260752690575456,0.002070503316195,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,1,0.6333333321957179,0.0090404155003941,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,2,0.6367943546864935,0.006076213374769,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,4,0.7709061396458456,0.0045643760478156,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,8,0.8457479726483105,0.0066575745656986,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,16,0.8836525552305243,0.004953680067684,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,32,0.8997423854125763,0.0030712922783572,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,64,0.8992943552633128,0.0037669796530961,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,128,0.9038978495149405,0.002170189077999,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,256,0.9057795702059184,0.0017972593547655,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,512,0.9085349461804796,0.0014179945230492,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,1024,0.9108198924210444,0.0019657688989296,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,1536,0.9121303763841428,0.0011575924200075,62
Llama-3.2-3B,gsm8kfull,T0.4,L2,2048,0.912298387131824,0.0013494516201513,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,1,0.6229166670311843,0.0098089731282514,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,2,0.6280577957269645,0.0094447982614578,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,4,0.7631272422249921,0.0053586171908161,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,8,0.8413126461247923,0.0067422143407442,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,16,0.8826097691962395,0.0063276378271654,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,32,0.9006384415652163,0.0041374609767599,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,64,0.9068548387337116,0.0027790424554545,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,128,0.9104166669315428,0.0029039722656499,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,256,0.9161962364469804,0.0016706723121949,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,512,0.9210685485152788,0.001441215091504,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,1024,0.924596774481958,0.0009542064816291,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,1536,0.9275201610339584,0.0018245687059369,62
Llama-3.2-3B,gsm8kfull,T0.5,L2,2048,0.928360215278082,0.0018286485415892,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,1,0.6189516130233964,0.0067713131236259,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,2,0.623286289853915,0.008204182089805,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,4,0.7538418488436808,0.0053446913436834,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,8,0.8382071672002435,0.0072267638434203,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,16,0.8850100826351873,0.0044791916070364,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,32,0.8999664002093134,0.0022002611704192,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,64,0.9103830646603338,0.0036194997708226,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,128,0.9131720438849942,0.0017514426951112,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,256,0.9161626343510204,0.002765601621025,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,512,0.9138776883983644,0.0022210994052976,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,1024,0.9159610215374218,0.0017824982301531,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,1536,0.9157594087463554,0.0008401881174608,62
Llama-3.2-3B,gsm8kfull,T0.6,L2,2048,0.9143481182475244,0.0013519595961652,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,1,0.603494622794691,0.006520133289547,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,2,0.6129704303038056,0.0053867519491566,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,4,0.7466845917966096,0.0050072699155335,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,8,0.8319057242654425,0.0059461324425858,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,16,0.879215951983927,0.0047572896004658,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,32,0.9046987009945736,0.0039661587555253,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,64,0.9194892483853524,0.0022547021646133,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,128,0.9250672045539344,0.0021739319870159,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,256,0.9286962364404712,0.0019366036270645,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,512,0.9317204301415752,0.0013654221219325,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,1024,0.9336021507299074,0.000942778415515,62
Llama-3.2-3B,gsm8kfull,T0.7,L2,1536,0.9352150536993498,0.0004355337084233,62
